Időbélyeg;Pontszám;"1.	Állapotgépen tetszőleges állapot-, token- vagy őrfeltétel-finomítást végezve…";"2.	Egy állapotgép biztosan teljesen specifikált, ha…";"3.	Legyen S egy állapottér, és S' egy tetszőleges állapothalmaz. Ekkor…";"4.	Ha az egyik állapotrégió 5 állapotot és 10 átmenetet, a másik régió 6 állapotot és 16 átmene-tet tartalmaz, akkor az aszinkron szorzatukként számolt állapotgép további finomítás híján…";"1.	Az alábbi állítások közül melyek elégséges feltételei egy folyamat jólstrukturáltságának?";"6.	A C programok vezérlési folyamában…";"7.	Mi lehet a strukturális modellezés célja? ";"8.	Mely állítások igazak az alábbiak közül?";"9.	Mely állítások igazak az alábbiak közül?"
5.17.2017 16:24:51;0;a) …mindig nő az állapotok száma., c) …a finomabb modell minden elérhető állapotához pontosan egy elérhető állapot tartozik az absztrakt modellben.;b) …van kezdőállapota, és minden lehetséges inputja legalább egy állapotátmeneten szerepel.;a) …S \ S' biztosan kizárólagos;a) … pontosan 140 átmenetet tartalmaz.;;a) …minden while blokknak egy ciklus felel meg., d) …a jólstrukturáltság sérülhet, pl. goto utasítás esetén.;b) A rendszer kisebb részekre bontása., d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;a) Minden irányítatlan gráf ábrázolható irányított gráffal., c) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik.;d) Vetítés során a táblázat jellemzőinek száma csökkenhet.
5.17.2017 16:26:44;0;d) …az absztrakt modell minden elérhető állapotához tartozik legalább egy elérhető ál-lapot a finomított modellben.;b) …van kezdőállapota, és minden lehetséges inputja legalább egy állapotátmeneten szerepel., a) …egy teljesen specifikált állapotgép finomítása egy állapot kettéválasztásával.;c) …ha S' is egy állapottér, akkor S \ S' = ?., d) …ha S' is egy állapottér, akkor S ? S' = ?.;a) … pontosan 140 átmenetet tartalmaz.;a) A folyamat determinisztikus.;a) …minden while blokknak egy ciklus felel meg., d) …a jólstrukturáltság sérülhet, pl. goto utasítás esetén.;b) A rendszer kisebb részekre bontása., d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;a) Minden irányítatlan gráf ábrázolható irányított gráffal., d) Az objektum-orientált programozásban használt objektumoknak megfeleltethető egy típusgráf csomópontja.;d) Vetítés során a táblázat jellemzőinek száma csökkenhet.
5.17.2017 16:32:49;0;;;;;;;;;
5.17.2017 16:36:11;0;a) …mindig nő az állapotok száma., c) …a finomabb modell minden elérhető állapotához pontosan egy elérhető állapot tartozik az absztrakt modellben.;a) …van kezdőállapota, valamint csak egyféle inputja van, és minden állapotnak van ezzel címkézett kimenő átmenete., c) …egy teljesen specifikált állapotgép absztrakciója két állapot összevonásával.;a) …S \ S' biztosan kizárólagos;a) … pontosan 140 átmenetet tartalmaz.;a) A folyamat determinisztikus.;a) …minden while blokknak egy ciklus felel meg., d) …a jólstrukturáltság sérülhet, pl. goto utasítás esetén.;b) A rendszer kisebb részekre bontása., d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;c) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik.;d) Vetítés során a táblázat jellemzőinek száma csökkenhet.
5.17.2017 16:44:53;0;;a) …van kezdőállapota, valamint csak egyféle inputja van, és minden állapotnak van ezzel címkézett kimenő átmenete., a) …egy teljesen specifikált állapotgép finomítása egy állapot kettéválasztásával.;;a) … pontosan 140 átmenetet tartalmaz.;;a) …minden while blokknak egy ciklus felel meg., d) …a jólstrukturáltság sérülhet, pl. goto utasítás esetén.;;a) Minden irányítatlan gráf ábrázolható irányított gráffal.;d) Vetítés során a táblázat jellemzőinek száma csökkenhet.
5.17.2017 16:51:53;0;a) …mindig nő az állapotok száma., d) …az absztrakt modell minden elérhető állapotához tartozik legalább egy elérhető ál-lapot a finomított modellben.;c) …egy teljesen specifikált állapotgép absztrakciója két állapot összevonásával.;;a) … pontosan 160 átmenetet tartalmaz.;a) A folyamat determinisztikus., d) A folyamat nem tartalmaz fork-join párt.;a) …minden while blokknak egy ciklus felel meg., d) …a jólstrukturáltság sérülhet, pl. goto utasítás esetén.;b) A rendszer kisebb részekre bontása., d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;a) Minden irányítatlan gráf ábrázolható irányított gráffal., c) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik.;a) Szűrés során a táblázat jellemzőinek száma mindig csökken., d) Vetítés során a táblázat jellemzőinek száma csökkenhet.
5.17.2017 16:53:39;0;c) …a finomabb modell minden elérhető állapotához pontosan egy elérhető állapot tartozik az absztrakt modellben.;a) …van kezdőállapota, valamint csak egyféle inputja van, és minden állapotnak van ezzel címkézett kimenő átmenete., c) …egy teljesen specifikált állapotgép absztrakciója két állapot összevonásával.;a) …S \ S' biztosan kizárólagos;a) … pontosan 140 átmenetet tartalmaz.;a) A folyamat determinisztikus.;a) …minden while blokknak egy ciklus felel meg., d) …a jólstrukturáltság sérülhet, pl. goto utasítás esetén.;b) A rendszer kisebb részekre bontása., d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;a) Minden irányítatlan gráf ábrázolható irányított gráffal., c) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik.;d) Vetítés során a táblázat jellemzőinek száma csökkenhet.
5.17.2017 16:56:35;0;c) …a finomabb modell minden elérhető állapotához pontosan egy elérhető állapot tartozik az absztrakt modellben.;a) …van kezdőállapota, valamint csak egyféle inputja van, és minden állapotnak van ezzel címkézett kimenő átmenete., c) …egy teljesen specifikált állapotgép absztrakciója két állapot összevonásával.;a) …S \ S' biztosan kizárólagos;a) … pontosan 140 átmenetet tartalmaz.;b) A folyamat nem tartalmaz elágazást., d) A folyamat nem tartalmaz fork-join párt.;a) …minden while blokknak egy ciklus felel meg., d) …a jólstrukturáltság sérülhet, pl. goto utasítás esetén.;b) A rendszer kisebb részekre bontása., d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;a) Minden irányítatlan gráf ábrázolható irányított gráffal., c) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik.;d) Vetítés során a táblázat jellemzőinek száma csökkenhet.
5.17.2017 16:58:51;0;c) …a finomabb modell minden elérhető állapotához pontosan egy elérhető állapot tartozik az absztrakt modellben.;b) …van kezdőállapota, és minden lehetséges inputja legalább egy állapotátmeneten szerepel., c) …egy teljesen specifikált állapotgép absztrakciója két állapot összevonásával.;a) …S \ S' biztosan kizárólagos;a) … pontosan 140 átmenetet tartalmaz.;;a) …minden while blokknak egy ciklus felel meg., d) …a jólstrukturáltság sérülhet, pl. goto utasítás esetén.;b) A rendszer kisebb részekre bontása., d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;a) Minden irányítatlan gráf ábrázolható irányított gráffal., c) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik.;d) Vetítés során a táblázat jellemzőinek száma csökkenhet.
5.17.2017 17:00:38;0;c) …a finomabb modell minden elérhető állapotához pontosan egy elérhető állapot tartozik az absztrakt modellben.;b) …van kezdőállapota, és minden lehetséges inputja legalább egy állapotátmeneten szerepel., c) …egy teljesen specifikált állapotgép absztrakciója két állapot összevonásával.;a) …S \ S' biztosan kizárólagos;a) … pontosan 140 átmenetet tartalmaz.;b) A folyamat nem tartalmaz elágazást.;a) …minden while blokknak egy ciklus felel meg.;a) A rendszer működésének időbeli vizsgálata., b) A rendszer kisebb részekre bontása., d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;c) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik.;d) Vetítés során a táblázat jellemzőinek száma csökkenhet.
5.17.2017 17:03:42;0;d) …az absztrakt modell minden elérhető állapotához tartozik legalább egy elérhető ál-lapot a finomított modellben.;a) …van kezdőállapota, valamint csak egyféle inputja van, és minden állapotnak van ezzel címkézett kimenő átmenete., a) …egy teljesen specifikált állapotgép finomítása egy állapot kettéválasztásával.;a) …S \ S' biztosan kizárólagos, b) …S \ S' biztosan teljes;a) … pontosan 140 átmenetet tartalmaz.;;a) …minden while blokknak egy ciklus felel meg., d) …a jólstrukturáltság sérülhet, pl. goto utasítás esetén.;b) A rendszer kisebb részekre bontása., d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;a) Minden irányítatlan gráf ábrázolható irányított gráffal., c) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik.;d) Vetítés során a táblázat jellemzőinek száma csökkenhet.
5.17.2017 17:04:35;0;c) …a finomabb modell minden elérhető állapotához pontosan egy elérhető állapot tartozik az absztrakt modellben.;c) …egy teljesen specifikált állapotgép absztrakciója két állapot összevonásával.;a) …S \ S' biztosan kizárólagos;a) … pontosan 140 átmenetet tartalmaz.;;a) …minden while blokknak egy ciklus felel meg.;b) A rendszer kisebb részekre bontása., d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;a) Minden irányítatlan gráf ábrázolható irányított gráffal., c) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik.;d) Vetítés során a táblázat jellemzőinek száma csökkenhet.
5.17.2017 17:11:08;0;a) …mindig nő az állapotok száma., c) …a finomabb modell minden elérhető állapotához pontosan egy elérhető állapot tartozik az absztrakt modellben.;b) …van kezdőállapota, és minden lehetséges inputja legalább egy állapotátmeneten szerepel.;a) …S \ S' biztosan kizárólagos;a) … pontosan 140 átmenetet tartalmaz.;a) A folyamat determinisztikus.;a) …minden while blokknak egy ciklus felel meg., d) …a jólstrukturáltság sérülhet, pl. goto utasítás esetén.;b) A rendszer kisebb részekre bontása., d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;a) Minden irányítatlan gráf ábrázolható irányított gráffal., c) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik.;d) Vetítés során a táblázat jellemzőinek száma csökkenhet.
5.17.2017 17:11:28;0;c) …a finomabb modell minden elérhető állapotához pontosan egy elérhető állapot tartozik az absztrakt modellben.;b) …van kezdőállapota, és minden lehetséges inputja legalább egy állapotátmeneten szerepel.;b) …S \ S' biztosan teljes;a) … pontosan 140 átmenetet tartalmaz.;a) A folyamat determinisztikus., d) A folyamat nem tartalmaz fork-join párt.;a) …minden while blokknak egy ciklus felel meg., d) …a jólstrukturáltság sérülhet, pl. goto utasítás esetén.;b) A rendszer kisebb részekre bontása., d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;a) Minden irányítatlan gráf ábrázolható irányított gráffal., c) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik.;d) Vetítés során a táblázat jellemzőinek száma csökkenhet.
5.17.2017 17:14:51;0;c) …a finomabb modell minden elérhető állapotához pontosan egy elérhető állapot tartozik az absztrakt modellben., d) …az absztrakt modell minden elérhető állapotához tartozik legalább egy elérhető ál-lapot a finomított modellben.;a) …van kezdőállapota, valamint csak egyféle inputja van, és minden állapotnak van ezzel címkézett kimenő átmenete., c) …egy teljesen specifikált állapotgép absztrakciója két állapot összevonásával.;;a) … pontosan 140 átmenetet tartalmaz.;;a) …minden while blokknak egy ciklus felel meg., d) …a jólstrukturáltság sérülhet, pl. goto utasítás esetén.;b) A rendszer kisebb részekre bontása., d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;a) Minden irányítatlan gráf ábrázolható irányított gráffal., c) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik., d) Az objektum-orientált programozásban használt objektumoknak megfeleltethető egy típusgráf csomópontja.;d) Vetítés során a táblázat jellemzőinek száma csökkenhet.
5.17.2017 17:19:19;0;a) …mindig nő az állapotok száma., d) …az absztrakt modell minden elérhető állapotához tartozik legalább egy elérhető ál-lapot a finomított modellben.;b) …van kezdőállapota, és minden lehetséges inputja legalább egy állapotátmeneten szerepel., c) …egy teljesen specifikált állapotgép absztrakciója két állapot összevonásával.;a) …S \ S' biztosan kizárólagos, d) …ha S' is egy állapottér, akkor S ? S' = ?.;a) … pontosan 140 átmenetet tartalmaz.;a) A folyamat determinisztikus.;a) …minden while blokknak egy ciklus felel meg., d) …a jólstrukturáltság sérülhet, pl. goto utasítás esetén.;b) A rendszer kisebb részekre bontása., d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;a) Minden irányítatlan gráf ábrázolható irányított gráffal., c) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik.;d) Vetítés során a táblázat jellemzőinek száma csökkenhet.
